Problem,Optimizer,Success_Rate,Mean_Final_Value,Best_Value,Mean_Func_Evals,Mean_Time
IllConditionedRosenbrock_2D_alpha100,L-BFGS-Aggressive,0.0,3.18e1,4.34e0,3852.0,0.027
IllConditionedRosenbrock_2D_alpha100,L-BFGS-Limited,0.0,3.93e0,3.26e-2,2251.6,0.025
IllConditionedRosenbrock_2D_alpha100,QQN-CubicQuadraticInterpolation,35.0,3.48e-2,4.34e-10,1722.9,0.070
IllConditionedRosenbrock_2D_alpha100,QQN-StrongWolfe,20.0,5.46e-2,9.29e-9,2343.8,0.072
IllConditionedRosenbrock_2D_alpha100,Adam-Fast,0.0,2.13e0,2.59e-5,313.6,0.006
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-2,25.0,5.88e-2,6.64e-9,479.6,0.012
IllConditionedRosenbrock_5D_alpha100,QQN-Bisection-2,15.0,2.99e-1,4.91e-8,1647.8,0.041
IllConditionedRosenbrock_5D_alpha100,GD,0.0,5.09e0,4.75e0,32.5,0.001
IllConditionedRosenbrock_5D_alpha100,L-BFGS,0.0,1.50e2,1.98e1,135.3,0.002
IllConditionedRosenbrock_5D_alpha100,L-BFGS-MoreThuente,20.0,1.74e8,3.07e-7,2320.8,0.041
IllConditionedRosenbrock_5D_alpha100,GD-Momentum,0.0,3.55e1,1.96e1,20.8,0.001
IllConditionedRosenbrock_5D_alpha100,GD-Nesterov,0.0,4.24e0,3.82e-1,372.4,0.012
IllConditionedRosenbrock_5D_alpha100,Adam-AMSGrad,0.0,4.40e0,3.25e0,2442.0,0.056
IllConditionedRosenbrock_5D_alpha100,Adam-WeightDecay,0.0,1.84e0,1.84e-3,1797.3,0.038
IllConditionedRosenbrock_5D_alpha100,Trust Region-Adaptive,0.0,8.41e2,5.05e2,3002.0,0.019
IllConditionedRosenbrock_5D_alpha100,Trust Region-Aggressive,0.0,5.00e0,4.66e0,776.1,0.005
IllConditionedRosenbrock_5D_alpha100,Trust Region-Precise,0.0,1.01e3,8.08e2,3002.0,0.019
IllConditionedRosenbrock_5D_alpha100,L-BFGS-Aggressive,0.0,8.07e2,1.72e1,3851.6,0.029
IllConditionedRosenbrock_5D_alpha100,Trust Region-Conservative,0.0,1.02e3,7.14e2,3002.0,0.019
IllConditionedRosenbrock_5D_alpha100,Adam-Fast,0.0,1.43e1,4.36e-2,49.9,0.001
IllConditionedRosenbrock_5D_alpha100,Adam-Robust,0.0,1.46e1,6.12e0,2502.0,0.058
IllConditionedRosenbrock_5D_alpha100,L-BFGS-Conservative,0.0,2.02e1,2.46e-1,3386.6,0.034
IllConditionedRosenbrock_5D_alpha100,QQN-StrongWolfe,100.0,1.59e-7,2.70e-9,1191.3,0.037
IllConditionedRosenbrock_5D_alpha100,GD-AdaptiveMomentum,0.0,4.60e1,3.36e1,20.6,0.001
IllConditionedRosenbrock_5D_alpha100,Adam,0.0,3.92e0,2.83e0,2471.6,0.050
IllConditionedRosenbrock_5D_alpha100,Trust Region-Standard,0.0,6.23e1,4.66e0,2827.2,0.018
IllConditionedRosenbrock_5D_alpha100,GD-WeightDecay,0.0,7.32e-1,1.46e-1,459.3,0.015
IllConditionedRosenbrock_5D_alpha100,QQN-Bisection-1,80.0,4.19e-1,2.00e-9,1511.2,0.040
IllConditionedRosenbrock_5D_alpha100,QQN-GoldenSection,35.0,4.32e-1,5.69e-8,3805.3,0.070
IllConditionedRosenbrock_5D_alpha100,L-BFGS-Limited,0.0,4.05e-1,3.00e-1,4035.2,0.045
IllConditionedRosenbrock_5D_alpha100,QQN-CubicQuadraticInterpolation,65.0,1.97e-1,4.07e-9,1403.3,0.062
IllConditionedRosenbrock_10D_alpha100,QQN-GoldenSection,0.0,4.56e0,4.63e-1,4477.5,0.086
IllConditionedRosenbrock_10D_alpha100,L-BFGS,0.0,1.19e2,2.51e1,338.9,0.005
IllConditionedRosenbrock_10D_alpha100,Adam-Robust,0.0,3.49e1,1.61e1,2502.0,0.061
IllConditionedRosenbrock_10D_alpha100,Adam-WeightDecay,0.0,2.38e0,6.46e-6,2074.9,0.048
IllConditionedRosenbrock_10D_alpha100,Adam-Fast,0.0,1.53e1,1.91e-1,149.2,0.003
IllConditionedRosenbrock_10D_alpha100,Trust Region-Adaptive,0.0,2.02e3,1.64e3,3002.0,0.020
IllConditionedRosenbrock_10D_alpha100,Trust Region-Standard,0.0,1.06e3,6.70e2,3002.0,0.021
IllConditionedRosenbrock_10D_alpha100,GD-Nesterov,0.0,1.17e0,1.12e0,1514.9,0.051
IllConditionedRosenbrock_10D_alpha100,GD-AdaptiveMomentum,0.0,1.02e2,8.45e1,23.1,0.001
IllConditionedRosenbrock_10D_alpha100,Trust Region-Conservative,0.0,2.16e3,1.76e3,3002.0,0.020
IllConditionedRosenbrock_10D_alpha100,Trust Region-Aggressive,0.0,6.55e1,9.60e0,1618.0,0.011
IllConditionedRosenbrock_10D_alpha100,GD,0.0,9.96e0,9.64e0,46.6,0.001
IllConditionedRosenbrock_10D_alpha100,QQN-Bisection-1,65.0,1.22e0,1.19e-7,1844.9,0.052
IllConditionedRosenbrock_10D_alpha100,QQN-StrongWolfe,70.0,5.85e-1,9.35e-8,1847.0,0.059
IllConditionedRosenbrock_10D_alpha100,QQN-Bisection-2,5.0,4.40e0,1.07e-7,1646.8,0.042
IllConditionedRosenbrock_10D_alpha100,Trust Region-Precise,0.0,2.10e3,1.66e3,3002.0,0.021
IllConditionedRosenbrock_10D_alpha100,L-BFGS-Limited,0.0,3.86e0,2.71e0,4036.8,0.048
IllConditionedRosenbrock_10D_alpha100,L-BFGS-Aggressive,0.0,1.64e2,5.82e1,3850.3,0.051
IllConditionedRosenbrock_10D_alpha100,L-BFGS-Conservative,0.0,1.90e4,1.03e0,3278.5,0.038
IllConditionedRosenbrock_10D_alpha100,GD-Momentum,0.0,3.04e1,5.05e-1,517.6,0.016
IllConditionedRosenbrock_10D_alpha100,GD-WeightDecay,0.0,1.34e0,1.70e-1,1217.3,0.042
IllConditionedRosenbrock_10D_alpha100,Adam,0.0,9.11e0,7.98e0,2475.8,0.054
IllConditionedRosenbrock_10D_alpha100,Adam-AMSGrad,0.0,9.31e0,8.08e0,2490.9,0.061
IllConditionedRosenbrock_10D_alpha100,QQN-CubicQuadraticInterpolation,75.0,6.00e-1,1.13e-7,1666.2,0.073
IllConditionedRosenbrock_10D_alpha100,L-BFGS-MoreThuente,0.0,3.41e0,3.35e-5,2853.3,0.053
Trigonometric_2D,GD,100.0,9.80e-7,9.61e-7,361.1,0.009
Trigonometric_2D,Adam-Fast,5.0,6.08e-3,1.89e-8,47.6,0.001
Trigonometric_2D,Trust Region-Aggressive,0.0,2.50e1,3.36e-2,18.3,0.000
Trigonometric_2D,Trust Region-Conservative,0.0,8.94e-3,1.87e-3,43.2,0.000
Trigonometric_2D,Trust Region-Adaptive,0.0,8.77e0,1.18e-2,12.8,0.000
Trigonometric_2D,GD-Nesterov,0.0,2.31e-2,5.79e-4,24.2,0.001
Trigonometric_2D,L-BFGS-Aggressive,80.0,3.62e-4,7.20e-8,843.0,0.009
Trigonometric_2D,QQN-GoldenSection,95.0,1.28e-3,6.12e-10,462.6,0.008
Trigonometric_2D,Trust Region-Standard,0.0,1.22e1,2.19e-1,13.5,0.000
Trigonometric_2D,GD-WeightDecay,85.0,2.11e-4,8.75e-7,102.4,0.003
Trigonometric_2D,L-BFGS-MoreThuente,100.0,4.44e-7,1.25e-8,85.4,0.001
Trigonometric_2D,QQN-Bisection-1,100.0,2.08e-7,1.49e-9,220.8,0.004
Trigonometric_2D,Adam,100.0,9.77e-7,9.40e-7,1269.5,0.025
Trigonometric_2D,Trust Region-Precise,0.0,1.11e-1,1.34e-2,16.8,0.000
Trigonometric_2D,L-BFGS,90.0,4.06e-3,8.58e-10,93.3,0.002
Trigonometric_2D,L-BFGS-Limited,90.0,7.02e-6,2.15e-8,433.9,0.008
Trigonometric_2D,GD-Momentum,0.0,3.43e-2,2.30e-4,22.1,0.001
Trigonometric_2D,Adam-WeightDecay,75.0,1.76e-5,3.77e-7,362.9,0.008
Trigonometric_2D,QQN-StrongWolfe,100.0,4.90e-7,2.93e-9,107.8,0.003
Trigonometric_2D,QQN-Bisection-2,100.0,2.06e-7,7.96e-10,207.1,0.005
Trigonometric_2D,QQN-CubicQuadraticInterpolation,100.0,3.11e-7,6.47e-10,95.8,0.003
Trigonometric_2D,Adam-Robust,5.0,3.10e-3,5.08e-7,442.4,0.010
Trigonometric_2D,GD-AdaptiveMomentum,0.0,7.65e-3,5.90e-5,23.2,0.001
Trigonometric_2D,L-BFGS-Conservative,100.0,5.22e-7,3.92e-8,129.4,0.003
Trigonometric_2D,Adam-AMSGrad,85.0,1.08e-6,9.47e-7,1241.2,0.028
Trigonometric_5D,QQN-StrongWolfe,90.0,7.54e-7,1.51e-8,1274.7,0.042
Trigonometric_5D,Trust Region-Precise,0.0,5.59e-2,1.47e-2,84.8,0.001
Trigonometric_5D,Adam-Fast,0.0,6.17e-2,7.00e-4,54.8,0.001
Trigonometric_5D,Trust Region-Standard,0.0,4.09e-1,1.21e-1,9.8,0.000
Trigonometric_5D,GD,100.0,9.83e-7,9.62e-7,399.2,0.011
Trigonometric_5D,L-BFGS-Aggressive,0.0,1.22e0,1.48e-1,3851.9,0.025
Trigonometric_5D,GD-AdaptiveMomentum,0.0,1.79e-2,1.30e-4,30.6,0.001
Trigonometric_5D,QQN-GoldenSection,100.0,2.34e-7,3.03e-9,1123.5,0.021
Trigonometric_5D,L-BFGS-Limited,95.0,2.14e-3,7.20e-7,1331.0,0.019
Trigonometric_5D,Trust Region-Adaptive,0.0,1.25e-1,2.86e-2,26.1,0.000
Trigonometric_5D,GD-WeightDecay,75.0,1.36e-2,8.18e-7,105.4,0.004
Trigonometric_5D,QQN-CubicQuadraticInterpolation,100.0,4.16e-7,1.09e-9,389.1,0.016
Trigonometric_5D,Adam-AMSGrad,35.0,2.94e-2,9.71e-7,2192.1,0.053
Trigonometric_5D,GD-Momentum,0.0,1.57e-1,4.87e-3,25.0,0.001
Trigonometric_5D,Adam-WeightDecay,70.0,1.95e-2,3.70e-7,784.6,0.018
Trigonometric_5D,L-BFGS-Conservative,90.0,2.73e-3,1.66e-7,887.4,0.014
Trigonometric_5D,L-BFGS-MoreThuente,75.0,5.44e-4,1.15e-7,1087.8,0.022
Trigonometric_5D,L-BFGS,0.0,4.77e0,1.26e-2,233.9,0.004
Trigonometric_5D,QQN-Bisection-1,90.0,8.71e-4,1.72e-10,664.0,0.015
Trigonometric_5D,GD-Nesterov,0.0,1.60e-2,4.85e-4,33.5,0.001
Trigonometric_5D,Adam,85.0,1.12e-2,8.42e-7,1728.1,0.038
Trigonometric_5D,QQN-Bisection-2,80.0,3.22e-7,6.17e-10,305.6,0.008
Trigonometric_5D,Adam-Robust,20.0,1.43e-2,2.34e-7,978.1,0.024
Trigonometric_5D,Trust Region-Conservative,0.0,1.91e-2,8.29e-4,425.6,0.003
Trigonometric_5D,Trust Region-Aggressive,0.0,1.41e0,6.56e-1,5.2,0.000
Trigonometric_10D,L-BFGS-Conservative,25.0,9.45e0,7.52e-7,3123.2,0.042
Trigonometric_10D,QQN-Bisection-1,85.0,7.53e-4,2.91e-8,858.0,0.027
Trigonometric_10D,Trust Region-Standard,0.0,6.02e-1,1.37e-1,34.1,0.000
Trigonometric_10D,L-BFGS-Aggressive,0.0,1.00e1,2.42e0,3852.0,0.032
Trigonometric_10D,L-BFGS-Limited,0.0,7.31e-3,9.82e-6,3943.6,0.057
Trigonometric_10D,L-BFGS-MoreThuente,60.0,1.34e-2,4.78e-7,1949.3,0.048
Trigonometric_10D,Adam-AMSGrad,0.0,3.00e-2,7.20e-6,2502.0,0.074
Trigonometric_10D,Adam-Robust,10.0,7.13e-2,9.71e-7,1825.9,0.054
Trigonometric_10D,Adam,35.0,9.70e-2,9.68e-7,2080.5,0.056
Trigonometric_10D,Trust Region-Conservative,0.0,1.22e0,3.82e-3,2651.3,0.028
Trigonometric_10D,L-BFGS,0.0,4.76e1,8.87e0,77.5,0.001
Trigonometric_10D,Trust Region-Precise,0.0,1.07e-1,2.28e-2,455.3,0.005
Trigonometric_10D,GD-Momentum,0.0,1.17e0,2.40e-3,34.0,0.001
Trigonometric_10D,GD,55.0,4.39e-3,9.77e-7,958.0,0.035
Trigonometric_10D,GD-AdaptiveMomentum,0.0,1.41e-1,4.06e-2,48.0,0.002
Trigonometric_10D,Adam-Fast,0.0,6.24e-2,2.65e-4,102.7,0.003
Trigonometric_10D,GD-WeightDecay,85.0,8.48e-3,8.63e-7,134.4,0.006
Trigonometric_10D,QQN-StrongWolfe,100.0,2.92e-7,9.27e-9,347.3,0.015
Trigonometric_10D,QQN-GoldenSection,80.0,4.35e-4,1.12e-7,1834.2,0.039
Trigonometric_10D,QQN-CubicQuadraticInterpolation,100.0,4.48e-7,9.99e-9,329.2,0.016
Trigonometric_10D,Adam-WeightDecay,70.0,4.25e-2,8.69e-7,803.8,0.023
Trigonometric_10D,Trust Region-Aggressive,0.0,1.90e0,9.79e-1,12.2,0.000
Trigonometric_10D,QQN-Bisection-2,75.0,3.56e-7,8.26e-8,357.8,0.011
Trigonometric_10D,GD-Nesterov,0.0,1.85e-1,7.60e-2,45.1,0.002
Trigonometric_10D,Trust Region-Adaptive,0.0,1.86e-1,2.37e-2,118.4,0.001
PenaltyI_2D_alpha1e6,QQN-Bisection-2,0.0,2.42e0,1.17e0,299.3,0.007
PenaltyI_2D_alpha1e6,L-BFGS-Aggressive,0.0,4.69e4,1.17e0,2664.3,0.051
PenaltyI_2D_alpha1e6,GD-Momentum,0.0,6.67e1,1.26e0,13.0,0.000
PenaltyI_2D_alpha1e6,QQN-GoldenSection,0.0,1.13e0,1.12e0,2567.9,0.046
PenaltyI_2D_alpha1e6,L-BFGS-MoreThuente,0.0,4.78e0,1.18e0,2878.8,0.043
PenaltyI_2D_alpha1e6,GD-Nesterov,0.0,1.46e2,1.38e0,13.9,0.000
PenaltyI_2D_alpha1e6,GD-AdaptiveMomentum,0.0,7.74e2,1.15e0,17.6,0.001
PenaltyI_2D_alpha1e6,Adam,0.0,1.17e0,1.13e0,625.9,0.013
PenaltyI_2D_alpha1e6,Trust Region-Adaptive,0.0,1.32e5,1.57e4,3002.0,0.019
PenaltyI_2D_alpha1e6,Trust Region-Conservative,0.0,1.39e5,8.35e3,3002.0,0.019
PenaltyI_2D_alpha1e6,Trust Region-Aggressive,0.0,1.39e5,1.23e4,3002.0,0.019
PenaltyI_2D_alpha1e6,GD,0.0,1.37e1,1.28e0,14.9,0.000
PenaltyI_2D_alpha1e6,L-BFGS-Conservative,0.0,1.13e0,1.12e0,1183.8,0.015
PenaltyI_2D_alpha1e6,Adam-AMSGrad,0.0,1.16e0,1.13e0,647.9,0.015
PenaltyI_2D_alpha1e6,Adam-WeightDecay,0.0,1.59e0,1.14e0,226.2,0.005
PenaltyI_2D_alpha1e6,QQN-Bisection-1,0.0,1.12e0,1.12e0,1032.0,0.032
PenaltyI_2D_alpha1e6,Trust Region-Precise,0.0,1.67e5,2.57e4,3002.0,0.019
PenaltyI_2D_alpha1e6,L-BFGS,0.0,7.22e4,1.52e0,109.5,0.002
PenaltyI_2D_alpha1e6,QQN-CubicQuadraticInterpolation,0.0,1.12e0,1.12e0,38.0,0.001
PenaltyI_2D_alpha1e6,QQN-StrongWolfe,0.0,1.14e0,1.12e0,3162.1,0.086
PenaltyI_2D_alpha1e6,GD-WeightDecay,0.0,5.08e0,1.34e0,13.2,0.000
PenaltyI_2D_alpha1e6,Adam-Fast,0.0,1.01e2,1.26e0,22.0,0.000
PenaltyI_2D_alpha1e6,Adam-Robust,0.0,2.11e0,1.13e0,107.1,0.003
PenaltyI_2D_alpha1e6,Trust Region-Standard,0.0,1.43e5,3.60e4,3002.0,0.019
PenaltyI_2D_alpha1e6,L-BFGS-Limited,0.0,1.18e0,1.13e0,4341.4,0.030
PenaltyI_5D_alpha1e6,Adam-AMSGrad,0.0,2.85e0,2.82e0,747.3,0.018
PenaltyI_5D_alpha1e6,L-BFGS-Limited,0.0,2.96e0,2.84e0,4259.2,0.037
PenaltyI_5D_alpha1e6,QQN-Bisection-2,0.0,1.03e1,3.91e0,469.8,0.011
PenaltyI_5D_alpha1e6,Adam-Robust,0.0,2.16e1,2.82e0,120.4,0.003
PenaltyI_5D_alpha1e6,Trust Region-Conservative,0.0,3.90e5,1.47e5,3002.0,0.020
PenaltyI_5D_alpha1e6,L-BFGS-Aggressive,0.0,2.82e5,3.49e0,1110.7,0.022
PenaltyI_5D_alpha1e6,Adam-Fast,0.0,4.69e2,3.30e0,29.0,0.001
PenaltyI_5D_alpha1e6,GD-WeightDecay,0.0,3.50e1,3.50e0,14.5,0.000
PenaltyI_5D_alpha1e6,GD-Nesterov,0.0,3.89e2,3.28e0,14.1,0.000
PenaltyI_5D_alpha1e6,Adam-WeightDecay,0.0,7.65e0,2.86e0,260.1,0.006
PenaltyI_5D_alpha1e6,Trust Region-Precise,0.0,4.20e5,2.36e5,3002.0,0.020
PenaltyI_5D_alpha1e6,QQN-StrongWolfe,0.0,4.21e0,2.86e0,3121.1,0.087
PenaltyI_5D_alpha1e6,L-BFGS-Conservative,0.0,2.85e0,2.81e0,3087.5,0.033
PenaltyI_5D_alpha1e6,GD-Momentum,0.0,9.24e1,3.99e0,14.4,0.000
PenaltyI_5D_alpha1e6,QQN-Bisection-1,0.0,2.81e0,2.81e0,2178.7,0.072
PenaltyI_5D_alpha1e6,QQN-CubicQuadraticInterpolation,0.0,2.81e0,2.81e0,38.0,0.001
PenaltyI_5D_alpha1e6,GD,0.0,8.04e1,3.17e0,17.1,0.000
PenaltyI_5D_alpha1e6,GD-AdaptiveMomentum,0.0,5.87e2,3.36e0,13.9,0.000
PenaltyI_5D_alpha1e6,QQN-GoldenSection,0.0,2.81e0,2.81e0,3026.4,0.057
PenaltyI_5D_alpha1e6,Adam,0.0,2.90e0,2.82e0,733.5,0.015
PenaltyI_5D_alpha1e6,L-BFGS,0.0,7.00e4,4.88e0,95.2,0.002
PenaltyI_5D_alpha1e6,Trust Region-Adaptive,0.0,3.71e5,9.78e4,3002.0,0.020
PenaltyI_5D_alpha1e6,Trust Region-Standard,0.0,3.74e5,1.16e5,3002.0,0.020
PenaltyI_5D_alpha1e6,Trust Region-Aggressive,0.0,3.61e5,1.76e5,3002.0,0.020
PenaltyI_5D_alpha1e6,L-BFGS-MoreThuente,0.0,1.29e1,3.57e0,2860.6,0.037
PenaltyI_10D_alpha1e6,Trust Region-Conservative,0.0,7.72e5,5.48e5,3002.0,0.021
PenaltyI_10D_alpha1e6,GD,0.0,6.02e0,5.96e0,19.4,0.001
PenaltyI_10D_alpha1e6,GD-AdaptiveMomentum,0.0,1.60e2,7.22e0,15.0,0.000
PenaltyI_10D_alpha1e6,L-BFGS-Conservative,0.0,5.73e0,5.63e0,2611.7,0.034
PenaltyI_10D_alpha1e6,L-BFGS,0.0,1.71e5,8.62e0,101.3,0.002
PenaltyI_10D_alpha1e6,Trust Region-Adaptive,0.0,7.20e5,3.49e5,3002.0,0.021
PenaltyI_10D_alpha1e6,GD-WeightDecay,0.0,6.01e1,6.73e0,15.8,0.000
PenaltyI_10D_alpha1e6,GD-Nesterov,0.0,4.81e2,6.89e0,14.9,0.000
PenaltyI_10D_alpha1e6,QQN-StrongWolfe,0.0,1.10e1,8.12e0,3057.8,0.090
PenaltyI_10D_alpha1e6,L-BFGS-MoreThuente,0.0,2.89e1,1.06e1,2859.4,0.034
PenaltyI_10D_alpha1e6,QQN-Bisection-1,0.0,5.63e0,5.63e0,2161.3,0.075
PenaltyI_10D_alpha1e6,QQN-CubicQuadraticInterpolation,0.0,5.62e0,5.62e0,38.0,0.001
PenaltyI_10D_alpha1e6,QQN-Bisection-2,0.0,1.86e1,9.12e0,1070.2,0.027
PenaltyI_10D_alpha1e6,Adam,0.0,5.68e0,5.64e0,764.5,0.017
PenaltyI_10D_alpha1e6,Trust Region-Aggressive,0.0,7.20e5,3.91e5,3002.0,0.021
PenaltyI_10D_alpha1e6,L-BFGS-Aggressive,0.0,7.30e5,2.94e5,11.0,0.001
PenaltyI_10D_alpha1e6,QQN-GoldenSection,0.0,5.63e0,5.62e0,4382.9,0.085
PenaltyI_10D_alpha1e6,GD-Momentum,0.0,2.58e2,7.18e0,15.4,0.000
PenaltyI_10D_alpha1e6,Adam-AMSGrad,0.0,5.66e0,5.64e0,761.0,0.019
PenaltyI_10D_alpha1e6,Adam-Fast,0.0,1.17e3,6.26e0,42.3,0.001
PenaltyI_10D_alpha1e6,Adam-WeightDecay,0.0,9.99e0,5.72e0,274.1,0.007
PenaltyI_10D_alpha1e6,Adam-Robust,0.0,2.18e1,5.69e0,129.1,0.003
PenaltyI_10D_alpha1e6,Trust Region-Standard,0.0,7.40e5,2.96e5,3002.0,0.021
PenaltyI_10D_alpha1e6,Trust Region-Precise,0.0,7.75e5,4.16e5,3002.0,0.021
PenaltyI_10D_alpha1e6,L-BFGS-Limited,0.0,5.89e0,5.78e0,4213.4,0.043
Barrier_2D_mu0.1,L-BFGS-MoreThuente,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,GD,0.0,4.00e-1,4.00e-1,292.1,0.007
Barrier_2D_mu0.1,GD-WeightDecay,0.0,4.00e-1,4.00e-1,49.0,0.002
Barrier_2D_mu0.1,Adam-Robust,0.0,4.09e-1,4.00e-1,2502.0,0.056
Barrier_2D_mu0.1,QQN-Bisection-1,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,QQN-Bisection-2,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,L-BFGS-Aggressive,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,Trust Region-Conservative,0.0,4.61e-1,4.00e-1,494.1,0.003
Barrier_2D_mu0.1,L-BFGS,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,Trust Region-Adaptive,0.0,4.54e-1,4.00e-1,24.1,0.000
Barrier_2D_mu0.1,Adam-AMSGrad,0.0,4.13e-1,4.01e-1,2502.0,0.056
Barrier_2D_mu0.1,Trust Region-Precise,0.0,4.55e-1,4.00e-1,96.7,0.001
Barrier_2D_mu0.1,QQN-StrongWolfe,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,Trust Region-Aggressive,0.0,2.25e0,5.85e-1,3.4,0.000
Barrier_2D_mu0.1,L-BFGS-Conservative,0.0,4.00e-1,4.00e-1,880.4,0.023
Barrier_2D_mu0.1,QQN-GoldenSection,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,QQN-CubicQuadraticInterpolation,0.0,inf,inf,0.0,0.000
Barrier_2D_mu0.1,Adam,0.0,4.00e-1,4.00e-1,2502.0,0.051
Barrier_2D_mu0.1,L-BFGS-Limited,0.0,4.00e-1,4.00e-1,140.3,0.003
Barrier_2D_mu0.1,Adam-WeightDecay,0.0,4.00e-1,4.00e-1,1498.4,0.032
Barrier_2D_mu0.1,Trust Region-Standard,0.0,7.17e-1,4.00e-1,10.2,0.000
Barrier_2D_mu0.1,GD-Nesterov,0.0,5.03e-1,4.85e-1,20.4,0.001
Barrier_2D_mu0.1,Adam-Fast,0.0,5.15e-1,4.74e-1,31.4,0.001
Barrier_2D_mu0.1,GD-Momentum,0.0,5.05e-1,4.82e-1,20.9,0.001
Barrier_2D_mu0.1,GD-AdaptiveMomentum,0.0,4.65e-1,4.60e-1,1.6,0.000
Barrier_5D_mu0.1,GD-AdaptiveMomentum,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,QQN-GoldenSection,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,L-BFGS-Aggressive,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,Adam-WeightDecay,0.0,9.99e-1,9.99e-1,1316.6,0.029
Barrier_5D_mu0.1,QQN-Bisection-2,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,Trust Region-Adaptive,0.0,1.10e0,9.99e-1,56.7,0.000
Barrier_5D_mu0.1,L-BFGS-Limited,0.0,1.00e0,9.99e-1,182.4,0.004
Barrier_5D_mu0.1,Adam-AMSGrad,0.0,1.03e0,1.01e0,2502.0,0.058
Barrier_5D_mu0.1,QQN-CubicQuadraticInterpolation,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,QQN-Bisection-1,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,GD-Nesterov,0.0,1.26e0,1.22e0,20.4,0.001
Barrier_5D_mu0.1,Trust Region-Standard,0.0,1.32e0,9.99e-1,18.4,0.000
Barrier_5D_mu0.1,GD-WeightDecay,0.0,9.99e-1,9.99e-1,49.2,0.002
Barrier_5D_mu0.1,Trust Region-Aggressive,0.0,1.86e0,1.53e0,6.8,0.000
Barrier_5D_mu0.1,Adam,0.0,9.99e-1,9.99e-1,2502.0,0.052
Barrier_5D_mu0.1,Trust Region-Precise,0.0,1.02e0,1.00e0,220.3,0.002
Barrier_5D_mu0.1,GD-Momentum,0.0,1.37e0,1.28e0,21.0,0.001
Barrier_5D_mu0.1,QQN-StrongWolfe,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,L-BFGS-MoreThuente,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,Adam-Robust,0.0,1.01e0,1.00e0,2502.0,0.058
Barrier_5D_mu0.1,Trust Region-Conservative,0.0,1.04e0,9.99e-1,1250.3,0.009
Barrier_5D_mu0.1,L-BFGS-Conservative,0.0,9.99e-1,9.99e-1,599.6,0.015
Barrier_5D_mu0.1,L-BFGS,0.0,inf,inf,0.0,0.000
Barrier_5D_mu0.1,Adam-Fast,0.0,1.28e0,1.19e0,31.7,0.001
Barrier_5D_mu0.1,GD,0.0,9.99e-1,9.99e-1,304.1,0.008
Barrier_10D_mu0.1,GD-Momentum,0.0,3.39e0,2.91e0,21.2,0.001
Barrier_10D_mu0.1,Trust Region-Conservative,0.0,2.05e0,2.00e0,2487.1,0.018
Barrier_10D_mu0.1,L-BFGS-Aggressive,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,GD-WeightDecay,0.0,2.00e0,2.00e0,49.4,0.002
Barrier_10D_mu0.1,Trust Region-Precise,0.0,2.04e0,2.00e0,413.8,0.003
Barrier_10D_mu0.1,Adam-Robust,0.0,2.00e0,2.00e0,2502.0,0.062
Barrier_10D_mu0.1,L-BFGS-Conservative,0.0,2.00e0,2.00e0,555.1,0.015
Barrier_10D_mu0.1,Trust Region-Adaptive,0.0,2.17e0,2.00e0,106.3,0.001
Barrier_10D_mu0.1,GD-AdaptiveMomentum,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,Trust Region-Standard,0.0,2.34e0,2.00e0,30.9,0.000
Barrier_10D_mu0.1,Adam,0.0,2.00e0,2.00e0,2502.0,0.056
Barrier_10D_mu0.1,GD-Nesterov,0.0,2.50e0,2.43e0,21.1,0.001
Barrier_10D_mu0.1,QQN-CubicQuadraticInterpolation,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,Adam-Fast,0.0,2.58e0,2.45e0,31.5,0.001
Barrier_10D_mu0.1,GD,0.0,2.00e0,2.00e0,305.0,0.008
Barrier_10D_mu0.1,Trust Region-Aggressive,0.0,3.43e0,2.00e0,10.9,0.000
Barrier_10D_mu0.1,QQN-Bisection-2,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,QQN-StrongWolfe,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,L-BFGS,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,QQN-GoldenSection,0.0,inf,inf,0.0,0.000
Barrier_10D_mu0.1,QQN-Bisection-1,0.0,inf,inf,0.0,0.000
